"tax_id","parent_id","rank","tax_name","root","root_","superkingdom","superkingdom_","superkingdom__","phylum","phylum_","phylum__","class","class_","order","order_","order__","family","family_","genus","species","species_"
"2116545","1644055","order_","unclassified Haloferacales","1","131567","2157","","","28890","2290931","","183963","","1644055","2116545","","","","","",""
"756883","2116545","species","halophilic archaeon DL31","1","131567","2157","","","28890","2290931","","183963","","1644055","2116545","","","","","756883",""
"1644060","183963","order","Natrialbales","1","131567","2157","","","28890","2290931","","183963","","1644060","","","","","","",""
"1644061","1644060","family","Natrialbaceae","1","131567","2157","","","28890","2290931","","183963","","1644060","","","1644061","","","",""
"121871","1644061","genus","Haloterrigena","1","131567","2157","","","28890","2290931","","183963","","1644060","","","1644061","","121871","",""
"413811","121871","species","Haloterrigena jeotgali","1","131567","2157","","","28890","2290931","","183963","","1644060","","","1644061","","121871","413811",""
"588898","121871","species","Haloterrigena daqingensis","1","131567","2157","","","28890","2290931","","183963","","1644060","","","1644061","","121871","588898",""
"62320","121871","species","Haloterrigena turkmenica","1","131567","2157","","","28890","2290931","","183963","","1644060","","","1644061","","121871","62320",""
"543526","62320","species_","Haloterrigena turkmenica DSM 5511","1","131567","2157","","","28890","2290931","","183963","","1644060","","","1644061","","121871","62320","543526"
"1269201","1644061","genus","Salinarchaeum","1","131567","2157","","","28890","2290931","","183963","","1644060","","","1644061","","1269201","",""
"1333523","1269201","species","Salinarchaeum sp. Harcht-Bsk1","1","131567","2157","","","28890","2290931","","183963","","1644060","","","1644061","","1269201","1333523",""
"134813","1644061","genus","Natronorubrum","1","131567","2157","","","28890","2290931","","183963","","1644060","","","1644061","","134813","",""
"61858","134813","species","Natronorubrum bangense","1","131567","2157","","","28890","2290931","","183963","","1644060","","","1644061","","134813","61858",""
"203193","1644061","genus","Halobiforma","1","131567","2157","","","28890","2290931","","183963","","1644060","","","1644061","","203193","",""
"229731","203193","species","Halobiforma lacisalsi","1","131567","2157","","","28890","2290931","","183963","","1644060","","","1644061","","203193","229731",""
"358396","229731","species_","Halobiforma lacisalsi AJ5","1","131567","2157","","","28890","2290931","","183963","","1644060","","","1644061","","203193","229731","358396"
"2256","1644061","genus","Natronobacterium","1","131567","2157","","","28890","2290931","","183963","","1644060","","","1644061","","2256","",""
"44930","2256","species","Natronobacterium gregoryi","1","131567","2157","","","28890","2290931","","183963","","1644060","","","1644061","","2256","44930",""
"797304","44930","species_","Natronobacterium gregoryi SP2","1","131567","2157","","","28890","2290931","","183963","","1644060","","","1644061","","2256","44930","797304"
"253106","1644061","genus","Natronolimnobius","1","131567","2157","","","28890","2290931","","183963","","1644060","","","1644061","","253106","",""
"2044521","253106","species","Natronolimnobius sp. AArc1","1","131567","2157","","","28890","2290931","","183963","","1644060","","","1644061","","253106","2044521",""
"2086290","253106","species","Natronolimnobius sp. AArc-Mg","1","131567","2157","","","28890","2290931","","183963","","1644060","","","1644061","","253106","2086290",""
"745377","253106","species","Natronolimnobius aegyptiacus","1","131567","2157","","","28890","2290931","","183963","","1644060","","","1644061","","253106","745377",""
"29287","1644061","genus","Natronococcus","1","131567","2157","","","28890","2290931","","183963","","1644060","","","1644061","","29287","",""
"29288","29287","species","Natronococcus occultus","1","131567","2157","","","28890","2290931","","183963","","1644060","","","1644061","","29287","29288",""
"694430","29288","species_","Natronococcus occultus SP4","1","131567","2157","","","28890","2290931","","183963","","1644060","","","1644061","","29287","29288","694430"
"353799","1644061","genus","Halostagnicola","1","131567","2157","","","28890","2290931","","183963","","1644060","","","1644061","","353799","",""
"353800","353799","species","Halostagnicola larsenii","1","131567","2157","","","28890","2290931","","183963","","1644060","","","1644061","","353799","353800",""
"797299","353800","species_","Halostagnicola larsenii XH-48","1","131567","2157","","","28890","2290931","","183963","","1644060","","","1644061","","353799","353800","797299"
"387342","1644061","genus","Halopiger","1","131567","2157","","","28890","2290931","","183963","","1644060","","","1644061","","387342","",""
"387343","387342","species","Halopiger xanaduensis","1","131567","2157","","","28890","2290931","","183963","","1644060","","","1644061","","387342","387343",""
"797210","387343","species_","Halopiger xanaduensis SH-6","1","131567","2157","","","28890","2290931","","183963","","1644060","","","1644061","","387342","387343","797210"
"63742","1644061","genus","Natrialba","1","131567","2157","","","28890","2290931","","183963","","1644060","","","1644061","","63742","",""
"13769","63742","species","Natrialba magadii","1","131567","2157","","","28890","2290931","","183963","","1644060","","","1644061","","63742","13769",""
"547559","13769","species_","Natrialba magadii ATCC 43099","1","131567","2157","","","28890","2290931","","183963","","1644060","","","1644061","","63742","13769","547559"
"88723","1644061","genus","Natrinema","1","131567","2157","","","28890","2290931","","183963","","1644060","","","1644061","","88723","",""
"406552","88723","species","Natrinema sp. J7-2","1","131567","2157","","","28890","2290931","","183963","","1644060","","","1644061","","88723","406552",""
"69525","88723","species","Natrinema pellirubrum","1","131567","2157","","","28890","2290931","","183963","","1644060","","","1644061","","88723","69525",""
"797303","69525","species_","Natrinema pellirubrum DSM 15624","1","131567","2157","","","28890","2290931","","183963","","1644060","","","1644061","","88723","69525","797303"
"69527","88723","species","Natrinema pallidum","1","131567","2157","","","28890","2290931","","183963","","1644060","","","1644061","","88723","69527",""
"88724","88723","species","Natrinema versiforme","1","131567","2157","","","28890","2290931","","183963","","1644060","","","1644061","","88723","88724",""
"2235","183963","order","Halobacteriales","1","131567","2157","","","28890","2290931","","183963","","2235","","","","","","",""
"1963268","2235","family","Haloarculaceae","1","131567","2157","","","28890","2290931","","183963","","2235","","","1963268","","","",""
"1073987","1963268","genus","Halorientalis","1","131567","2157","","","28890","2290931","","183963","","2235","","","1963268","","1073987","",""
"1932360","1073987","species","Halorientalis sp. IM1011","1","131567","2157","","","28890","2290931","","183963","","2235","","","1963268","","1073987","1932360",""
"146825","1963268","genus","Halorhabdus","1","131567","2157","","","28890","2290931","","183963","","2235","","","1963268","","146825","",""
"146826","146825","species","Halorhabdus utahensis","1","131567","2157","","","28890","2290931","","183963","","2235","","","1963268","","146825","146826",""
"519442","146826","species_","Halorhabdus utahensis DSM 12940","1","131567","2157","","","28890","2290931","","183963","","2235","","","1963268","","146825","146826","519442"
"430914","146825","species","Halorhabdus tiamatea","1","131567","2157","","","28890","2290931","","183963","","2235","","","1963268","","146825","430914",""
"1033806","430914","species_","Halorhabdus tiamatea SARL4B","1","131567","2157","","","28890","2290931","","183963","","2235","","","1963268","","146825","430914","1033806"
"1542963","1963268","genus","Halapricum","1","131567","2157","","","28890","2290931","","183963","","2235","","","1963268","","1542963","",""
"1457250","1542963","species","Halapricum salinum","1","131567","2157","","","28890","2290931","","183963","","2235","","","1963268","","1542963","1457250",""
"203135","1963268","genus","Halomicrobium","1","131567","2157","","","28890","2290931","","183963","","2235","","","1963268","","203135","",""
"57705","203135","species","Halomicrobium mukohataei","1","131567","2157","","","28890","2290931","","183963","","2235","","","1963268","","203135","57705",""
"485914","57705","species_","Halomicrobium mukohataei DSM 12286","1","131567","2157","","","28890","2290931","","183963","","2235","","","1963268","","203135","57705","485914"
"2237","1963268","genus","Haloarcula","1","131567","2157","","","28890","2290931","","183963","","2235","","","1963268","","2237","",""
"1592728","2237","species","Haloarcula sp. CBA1115","1","131567","2157","","","28890","2290931","","183963","","2235","","","1963268","","2237","1592728",""
"1932004","2237","species","Haloarcula taiwanensis","1","131567","2157","","","28890","2290931","","183963","","2235","","","1963268","","2237","1932004",""
"2238","2237","species","Haloarcula marismortui","1","131567","2157","","","28890","2290931","","183963","","2235","","","1963268","","2237","2238",""
"272569","2238","species_","Haloarcula marismortui ATCC 43049","1","131567","2157","","","28890","2290931","","183963","","2235","","","1963268","","2237","2238","272569"
"51589","2237","species","Haloarcula hispanica","1","131567","2157","","","28890","2290931","","183963","","2235","","","1963268","","2237","51589",""
"634497","51589","species_","Haloarcula hispanica ATCC 33960","1","131567","2157","","","28890","2290931","","183963","","2235","","","1963268","","2237","51589","634497"
"63743","1963268","genus","Natronomonas","1","131567","2157","","","28890","2290931","","183963","","2235","","","1963268","","63743","",""
"2257","63743","species","Natronomonas pharaonis","1","131567","2157","","","28890","2290931","","183963","","2235","","","1963268","","63743","2257",""
"348780","2257","species_","Natronomonas pharaonis DSM 2160","1","131567","2157","","","28890","2290931","","183963","","2235","","","1963268","","63743","2257","348780"
"416273","63743","species","Natronomonas moolapensis","1","131567","2157","","","28890","2290931","","183963","","2235","","","1963268","","63743","416273",""
"268739","416273","species_","Natronomonas moolapensis 8.8.11","1","131567","2157","","","28890","2290931","","183963","","2235","","","1963268","","63743","416273","268739"
"2144190","1963268","family_","unclassified Haloarculaceae","1","131567","2157","","","28890","2290931","","183963","","2235","","","1963268","2144190","","",""
"1679096","2144190","species","Haloarculaceae archaeon HArcel1","1","131567","2157","","","28890","2290931","","183963","","2235","","","1963268","2144190","","1679096",""
"2236","2235","family","Halobacteriaceae","1","131567","2157","","","28890","2290931","","183963","","2235","","","2236","","","",""
"1070314","2236","genus","Halorussus","1","131567","2157","","","28890","2290931","","183963","","2235","","","2236","","1070314","",""
"2505977","1070314","species","Halorussus sp. RC-68","1","131567","2157","","","28890","2290931","","183963","","2235","","","2236","","1070314","2505977",""
"1656823","2236","genus","Halanaeroarchaeum","1","131567","2157","","","28890","2290931","","183963","","2235","","","2236","","1656823","",""
"1604004","1656823","species","Halanaeroarchaeum sulfurireducens","1","131567","2157","","","28890","2290931","","183963","","2235","","","2236","","1656823","1604004",""
"1843185","2236","genus","Halostella","1","131567","2157","","","28890","2290931","","183963","","2235","","","2236","","1843185","",""
"2583824","1843185","species","Halostella sp. DL-M4","1","131567","2157","","","28890","2290931","","183963","","2235","","","2236","","1843185","2583824",""
"1980514","2236","genus","Halodesulfurarchaeum","1","131567","2157","","","28890","2290931","","183963","","2235","","","2236","","1980514","",""
"1873524","1980514","species","Halodesulfurarchaeum formicicum","1","131567","2157","","","28890","2290931","","183963","","2235","","","2236","","1980514","1873524",""
"2239","2236","genus","Halobacterium","1","131567","2157","","","28890","2290931","","183963","","2235","","","2236","","2239","",""
"1407499","2239","species","Halobacterium hubeiense","1","131567","2157","","","28890","2290931","","183963","","2235","","","2236","","2239","1407499",""
"2242","2239","species","Halobacterium salinarum","1","131567","2157","","","28890","2290931","","183963","","2235","","","2236","","2239","2242",""
"64091","2242","species_","Halobacterium salinarum NRC-1","1","131567","2157","","","28890","2290931","","183963","","2235","","","2236","","2239","2242","64091"
"751944","2239","species","Halobacterium sp. DL1","1","131567","2157","","","28890","2290931","","183963","","2235","","","2236","","2239","751944",""
"332246","2236","genus","Halalkalicoccus","1","131567","2157","","","28890","2290931","","183963","","2235","","","2236","","332246","",""
"413810","332246","species","Halalkalicoccus jeotgali","1","131567","2157","","","28890","2290931","","183963","","2235","","","2236","","332246","413810",""
"795797","413810","species_","Halalkalicoccus jeotgali B3","1","131567","2157","","","28890","2290931","","183963","","2235","","","2236","","332246","413810","795797"
"224756","2290931","class","Methanomicrobia","1","131567","2157","","","28890","2290931","","224756","","","","","","","","",""
"2191","224756","order","Methanomicrobiales","1","131567","2157","","","28890","2290931","","224756","","2191","","","","","","",""
"1198451","2191","family","Methanoregulaceae","1","131567","2157","","","28890","2290931","","224756","","2191","","","1198451","","","",""
"395331","1198451","genus","Methanoregula","1","131567","2157","","","28890","2290931","","224756","","2191","","","1198451","","395331","",""
"358766","395331","species","Methanoregula boonei","1","131567","2157","","","28890","2290931","","224756","","2191","","","1198451","","395331","358766",""
"456442","358766","species_","Methanoregula boonei 6A8","1","131567","2157","","","28890","2290931","","224756","","2191","","","1198451","","395331","358766","456442"
"882104","395331","species","Methanoregula formicica","1","131567","2157","","","28890","2290931","","224756","","2191","","","1198451","","395331","882104",""
"593750","882104","species_","Methanoregula formicica SMSP","1","131567","2157","","","28890","2290931","","224756","","2191","","","1198451","","395331","882104","593750"
"475087","1198451","genus","Methanosphaerula","1","131567","2157","","","28890","2290931","","224756","","2191","","","1198451","","475087","",""
"475088","475087","species","Methanosphaerula palustris","1","131567","2157","","","28890","2290931","","224756","","2191","","","1198451","","475087","475088",""
"521011","475088","species_","Methanosphaerula palustris E1-9c","1","131567","2157","","","28890","2290931","","224756","","2191","","","1198451","","475087","475088","521011"
"196137","2191","family","Methanospirillaceae","1","131567","2157","","","28890","2290931","","224756","","2191","","","196137","","","",""
"2202","196137","genus","Methanospirillum","1","131567","2157","","","28890","2290931","","224756","","2191","","","196137","","2202","",""
"2203","2202","species","Methanospirillum hungatei","1","131567","2157","","","28890","2290931","","224756","","2191","","","196137","","2202","2203",""
"323259","2203","species_","Methanospirillum hungatei JF-1","1","131567","2157","","","28890","2290931","","224756","","2191","","","196137","","2202","2203","323259"
"2194","2191","family","Methanomicrobiaceae","1","131567","2157","","","28890","2290931","","224756","","2191","","","2194","","","",""
"230355","2194","genus","Methanolacinia","1","131567","2157","","","28890","2290931","","224756","","2191","","","2194","","230355","",""
"54120","230355","species","Methanolacinia petrolearia","1","131567","2157","","","28890","2290931","","224756","","2191","","","2194","","230355","54120",""
"679926","54120","species_","Methanolacinia petrolearia DSM 11571","1","131567","2157","","","28890","2290931","","224756","","2191","","","2194","","230355","54120","679926"
"45989","2194","genus","Methanoculleus","1","131567","2157","","","28890","2290931","","224756","","2191","","","2194","","45989","",""
"2198","45989","species","Methanoculleus marisnigri","1","131567","2157","","","28890","2290931","","224756","","2191","","","2194","","45989","2198",""
"368407","2198","species_","Methanoculleus marisnigri JR1","1","131567","2157","","","28890","2290931","","224756","","2191","","","2194","","45989","2198","368407"
"83986","45989","species","Methanoculleus bourgensis","1","131567","2157","","","28890","2290931","","224756","","2191","","","2194","","45989","83986",""
"1201294","83986","species_","Methanoculleus bourgensis MS2","1","131567","2157","","","28890","2290931","","224756","","2191","","","2194","","45989","83986","1201294"
"88404","2191","family","Methanocorpusculaceae","1","131567","2157","","","28890","2290931","","224756","","2191","","","88404","","","",""
"2192","88404","genus","Methanocorpusculum","1","131567","2157","","","28890","2290931","","224756","","2191","","","88404","","2192","",""
"83984","2192","species","Methanocorpusculum labreanum","1","131567","2157","","","28890","2290931","","224756","","2191","","","88404","","2192","83984",""
"410358","83984","species_","Methanocorpusculum labreanum Z","1","131567","2157","","","28890","2290931","","224756","","2191","","","88404","","2192","83984","410358"
"570264","224756","order","Methanocellales","1","131567","2157","","","28890","2290931","","224756","","570264","","","","","","",""
"570265","570264","family","Methanocellaceae","1","131567","2157","","","28890","2290931","","224756","","570264","","","570265","","","",""
"570266","570265","genus","Methanocella","1","131567","2157","","","28890","2290931","","224756","","570264","","","570265","","570266","",""
"1175444","570266","species","Methanocella conradii","1","131567","2157","","","28890","2290931","","224756","","570264","","","570265","","570266","1175444",""
"1041930","1175444","species_","Methanocella conradii HZ254","1","131567","2157","","","28890","2290931","","224756","","570264","","","570265","","570266","1175444","1041930"
"1175445","570266","species","Methanocella arvoryzae","1","131567","2157","","","28890","2290931","","224756","","570264","","","570265","","570266","1175445",""
"351160","1175445","species_","Methanocella arvoryzae MRE50","1","131567","2157","","","28890","2290931","","224756","","570264","","","570265","","570266","1175445","351160"
"570267","570266","species","Methanocella paludicola","1","131567","2157","","","28890","2290931","","224756","","570264","","","570265","","570266","570267",""
"304371","570267","species_","Methanocella paludicola SANAE","1","131567","2157","","","28890","2290931","","224756","","570264","","","570265","","570266","570267","304371"
"94695","224756","order","Methanosarcinales","1","131567","2157","","","28890","2290931","","224756","","94695","","","","","","",""
"143067","94695","family","Methanosaetaceae","1","131567","2157","","","28890","2290931","","224756","","94695","","","143067","","","",""
"2222","143067","genus","Methanothrix","1","131567","2157","","","28890","2290931","","224756","","94695","","","143067","","2222","",""
"2223","2222","species","Methanothrix soehngenii","1","131567","2157","","","28890","2290931","","224756","","94695","","","143067","","2222","2223",""
"990316","2223","species_","Methanothrix soehngenii GP6","1","131567","2157","","","28890","2290931","","224756","","94695","","","143067","","2222","2223","990316"
"301375","2222","species","Methanosaeta harundinacea","1","131567","2157","","","28890","2290931","","224756","","94695","","","143067","","2222","301375",""
"1110509","301375","species_","Methanosaeta harundinacea 6Ac","1","131567","2157","","","28890","2290931","","224756","","94695","","","143067","","2222","301375","1110509"
"2206","94695","family","Methanosarcinaceae","1","131567","2157","","","28890","2290931","","224756","","94695","","","2206","","","",""
"101191","2206","genus","Methanomethylovorans","1","131567","2157","","","28890","2290931","","224756","","94695","","","2206","","101191","",""
"101192","101191","species","Methanomethylovorans hollandica","1","131567","2157","","","28890","2290931","","224756","","94695","","","2206","","101191","101192",""
"867904","101192","species_","Methanomethylovorans hollandica DSM 15978","1","131567","2157","","","28890","2290931","","224756","","94695","","","2206","","101191","101192","867904"
"196136","2206","genus","Methanosalsum","1","131567","2157","","","28890","2290931","","224756","","94695","","","2206","","196136","",""
"39669","196136","species","Methanosalsum zhilinae","1","131567","2157","","","28890","2290931","","224756","","94695","","","2206","","196136","39669",""
"679901","39669","species_","Methanosalsum zhilinae DSM 4017","1","131567","2157","","","28890","2290931","","224756","","94695","","","2206","","196136","39669","679901"
"2175","2206","genus","Methanohalophilus","1","131567","2157","","","28890","2290931","","224756","","94695","","","2206","","2175","",""
"2176","2175","species","Methanohalophilus mahii","1","131567","2157","","","28890","2290931","","224756","","94695","","","2206","","2175","2176",""
"547558","2176","species_","Methanohalophilus mahii DSM 5219","1","131567","2157","","","28890","2290931","","224756","","94695","","","2206","","2175","2176","547558"
"2177","2175","species","Methanohalophilus halophilus","1","131567","2157","","","28890","2290931","","224756","","94695","","","2206","","2175","2177",""
"2207","2206","genus","Methanosarcina","1","131567","2157","","","28890","2290931","","224756","","94695","","","2206","","2207","",""
"1434099","2207","species","Methanosarcina sp. Kolksee","1","131567","2157","","","28890","2290931","","224756","","94695","","","2206","","2207","1434099",""
"1434100","2207","species","Methanosarcina sp. MTP4","1","131567","2157","","","28890","2290931","","224756","","94695","","","2206","","2207","1434100",""
"1434102","2207","species","Methanosarcina sp. WH1","1","131567","2157","","","28890","2290931","","224756","","94695","","","2206","","2207","1434102",""
"170861","2207","species","Methanosarcina lacustris","1","131567","2157","","","28890","2290931","","224756","","94695","","","2206","","2207","170861",""
"1434111","170861","species_","Methanosarcina lacustris Z-7289","1","131567","2157","","","28890","2290931","","224756","","94695","","","2206","","2207","170861","1434111"
"2208","2207","species","Methanosarcina barkeri","1","131567","2157","","","28890","2290931","","224756","","94695","","","2206","","2207","2208",""
"1434106","2208","species_","Methanosarcina barkeri 227","1","131567","2157","","","28890","2290931","","224756","","94695","","","2206","","2207","2208","1434106"
"1434107","2208","species_","Methanosarcina barkeri 3","1","131567","2157","","","28890","2290931","","224756","","94695","","","2206","","2207","2208","1434107"
"1434108","2208","species_","Methanosarcina barkeri MS","1","131567","2157","","","28890","2290931","","224756","","94695","","","2206","","2207","2208","1434108"
"269797","2208","species_","Methanosarcina barkeri str. Fusaro","1","131567","2157","","","28890","2290931","","224756","","94695","","","2206","","2207","2208","269797"
"2209","2207","species","Methanosarcina mazei","1","131567","2157","","","28890","2290931","","224756","","94695","","","2206","","2207","2209",""
"1434117","2209","species_","Methanosarcina mazei WWM610","1","131567","2157","","","28890","2290931","","224756","","94695","","","2206","","2207","2209","1434117"
"192952","2209","species_","Methanosarcina mazei Go1","1","131567","2157","","","28890","2290931","","224756","","94695","","","2206","","2207","2209","192952"
"2210","2207","species","Methanosarcina thermophila","1","131567","2157","","","28890","2290931","","224756","","94695","","","2206","","2207","2210",""
"523844","2210","species_","Methanosarcina thermophila TM-1","1","131567","2157","","","28890","2290931","","224756","","94695","","","2206","","2207","2210","523844"
"2215","2207","species","Methanosarcina vacuolata","1","131567","2157","","","28890","2290931","","224756","","94695","","","2206","","2207","2215",""
"1434123","2215","species_","Methanosarcina vacuolata Z-761","1","131567","2157","","","28890","2290931","","224756","","94695","","","2206","","2207","2215","1434123"
"38027","2207","species","Methanosarcina siciliae","1","131567","2157","","","28890","2290931","","224756","","94695","","","2206","","2207","38027",""
"1434118","38027","species_","Methanosarcina siciliae C2J","1","131567","2157","","","28890","2290931","","224756","","94695","","","2206","","2207","38027","1434118"
"1434120","38027","species_","Methanosarcina siciliae T4/M","1","131567","2157","","","28890","2290931","","224756","","94695","","","2206","","2207","38027","1434120"
"418008","2207","species","Methanosarcina horonobensis","1","131567","2157","","","28890","2290931","","224756","","94695","","","2206","","2207","418008",""
"1434110","418008","species_","Methanosarcina horonobensis HB-1 = JCM 15518","1","131567","2157","","","28890","2290931","","224756","","94695","","","2206","","2207","418008","1434110"
"2220","2206","genus","Methanolobus","1","131567","2157","","","28890","2290931","","224756","","94695","","","2206","","2220","",""
"420950","2220","species","Methanolobus psychrophilus","1","131567","2157","","","28890","2290931","","224756","","94695","","","2206","","2220","420950",""
"1094980","420950","species_","Methanolobus psychrophilus R15","1","131567","2157","","","28890","2290931","","224756","","94695","","","2206","","2220","420950","1094980"
"2225","2206","genus","Methanococcoides","1","131567","2157","","","28890","2290931","","224756","","94695","","","2206","","2225","",""
"2226","2225","species","Methanococcoides methylutens","1","131567","2157","","","28890","2290931","","224756","","94695","","","2206","","2225","2226",""
"1434104","2226","species_","Methanococcoides methylutens MM1","1","131567","2157","","","28890","2290931","","224756","","94695","","","2206","","2225","2226","1434104"
"29291","2225","species","Methanococcoides burtonii","1","131567","2157","","","28890","2290931","","224756","","94695","","","2206","","2225","29291",""
"259564","29291","species_","Methanococcoides burtonii DSM 6242","1","131567","2157","","","28890","2290931","","224756","","94695","","","2206","","2225","29291","259564"
"2321","2206","genus","Methanohalobium","1","131567","2157","","","28890","2290931","","224756","","94695","","","2206","","2321","",""
"2322","2321","species","Methanohalobium evestigatum","1","131567","2157","","","28890","2290931","","224756","","94695","","","2206","","2321","2322",""
"644295","2322","species_","Methanohalobium evestigatum Z-7303","1","131567","2157","","","28890","2290931","","224756","","94695","","","2206","","2321","2322","644295"
"1783275","2157","superkingdom_","TACK group","1","131567","2157","1783275","","","","","","","","","","","","","",""
"28889","1783275","phylum","Crenarchaeota <phylum>","1","131567","2157","1783275","","28889","","","","","","","","","","","",""
"183924","28889","class","Thermoprotei","1","131567","2157","1783275","","28889","","","183924","","","","","","","","",""
"114380","183924","order","Desulfurococcales","1","131567","2157","1783275","","28889","","","183924","","114380","","","","","","",""
"2272","114380","family","Desulfurococcaceae","1","131567","2157","1783275","","28889","","","183924","","114380","","","2272","","","",""
"2273","2272","genus","Desulfurococcus","1","131567","2157","1783275","","28889","","","183924","","114380","","","2272","","2273","",""
"2275","2273","species","Desulfurococcus mucosus","1","131567","2157","1783275","","28889","","","183924","","114380","","","2272","","2273","2275",""
"765177","2275","species_","Desulfurococcus mucosus DSM 2162","1","131567","2157","1783275","","28889","","","183924","","114380","","","2272","","2273","2275","765177"
"94694","2273","species","Desulfurococcus amylolyticus","1","131567","2157","1783275","","28889","","","183924","","114380","","","2272","","2273","94694",""
"490899","94694","species_","Desulfurococcus amylolyticus 1221n","1","131567","2157","1783275","","28889","","","183924","","114380","","","2272","","2273","94694","490899"
"768672","94694","species_","Desulfurococcus amylolyticus DSM 16532","1","131567","2157","1783275","","28889","","","183924","","114380","","","2272","","2273","94694","768672"
"2279","2272","genus","Staphylothermus","1","131567","2157","1783275","","28889","","","183924","","114380","","","2272","","2279","",""
"2280","2279","species","Staphylothermus marinus","1","131567","2157","1783275","","28889","","","183924","","114380","","","2272","","2279","2280",""
"399550","2280","species_","Staphylothermus marinus F1","1","131567","2157","1783275","","28889","","","183924","","114380","","","2272","","2279","2280","399550"
"84599","2279","species","Staphylothermus hellenicus","1","131567","2157","1783275","","28889","","","183924","","114380","","","2272","","2279","84599",""
"591019","84599","species_","Staphylothermus hellenicus DSM 12710","1","131567","2157","1783275","","28889","","","183924","","114380","","","2272","","2279","84599","591019"
"477695","2272","genus","Thermogladius","1","131567","2157","1783275","","28889","","","183924","","114380","","","2272","","477695","",""
"1200300","477695","species","Thermogladius calderae","1","131567","2157","1783275","","28889","","","183924","","114380","","","2272","","477695","1200300",""
"1184251","1200300","species_","Thermogladius calderae 1633","1","131567","2157","1783275","","28889","","","183924","","114380","","","2272","","477695","1200300","1184251"
"54253","2272","genus","Thermosphaera","1","131567","2157","1783275","","28889","","","183924","","114380","","","2272","","54253","",""
"54254","54253","species","Thermosphaera aggregans","1","131567","2157","1783275","","28889","","","183924","","114380","","","2272","","54253","54254",""
"633148","54254","species_","Thermosphaera aggregans DSM 11486","1","131567","2157","1783275","","28889","","","183924","","114380","","","2272","","54253","54254","633148"
"54258","2272","genus","Ignicoccus","1","131567","2157","1783275","","28889","","","183924","","114380","","","2272","","54258","",""
"160233","54258","species","Ignicoccus hospitalis","1","131567","2157","1783275","","28889","","","183924","","114380","","","2272","","54258","160233",""
"453591","160233","species_","Ignicoccus hospitalis KIN4/I","1","131567","2157","1783275","","28889","","","183924","","114380","","","2272","","54258","160233","453591"
"54259","54258","species","Ignicoccus islandicus","1","131567","2157","1783275","","28889","","","183924","","114380","","","2272","","54258","54259",""
"940295","54259","species_","Ignicoccus islandicus DSM 13165","1","131567","2157","1783275","","28889","","","183924","","114380","","","2272","","54258","54259","940295"
"2307","114380","family","Pyrodictiaceae","1","131567","2157","1783275","","28889","","","183924","","114380","","","2307","","","",""
"2308","2307","genus","Pyrodictium","1","131567","2157","1783275","","28889","","","183924","","114380","","","2307","","2308","",""
"1273541","2308","species","Pyrodictium delaneyi","1","131567","2157","1783275","","28889","","","183924","","114380","","","2307","","2308","1273541",""
"54247","2307","genus","Hyperthermus","1","131567","2157","1783275","","28889","","","183924","","114380","","","2307","","54247","",""
"54248","54247","species","Hyperthermus butylicus","1","131567","2157","1783275","","28889","","","183924","","114380","","","2307","","54247","54248",""
"415426","54248","species_","Hyperthermus butylicus DSM 5456","1","131567","2157","1783275","","28889","","","183924","","114380","","","2307","","54247","54248","415426"
"54251","2307","genus","Pyrolobus","1","131567","2157","1783275","","28889","","","183924","","114380","","","2307","","54251","",""
"54252","54251","species","Pyrolobus fumarii","1","131567","2157","1783275","","28889","","","183924","","114380","","","2307","","54251","54252",""
"694429","54252","species_","Pyrolobus fumarii 1A","1","131567","2157","1783275","","28889","","","183924","","114380","","","2307","","54251","54252","694429"
"2266","183924","order","Thermoproteales","1","131567","2157","1783275","","28889","","","183924","","2266","","","","","","",""
"114378","2266","family","Thermofilaceae","1","131567","2157","1783275","","28889","","","183924","","2266","","","114378","","","",""
"2268","114378","genus","Thermofilum","1","131567","2157","1783275","","28889","","","183924","","2266","","","114378","","2268","",""
"1365176","2268","species","Thermofilum adornatus","1","131567","2157","1783275","","28889","","","183924","","2266","","","114378","","2268","1365176",""
"1550241","2268","species","Thermofilum uzonense","1","131567","2157","1783275","","28889","","","183924","","2266","","","114378","","2268","1550241",""
"2269","2268","species","Thermofilum pendens","1","131567","2157","1783275","","28889","","","183924","","2266","","","114378","","2268","2269",""
"368408","2269","species_","Thermofilum pendens Hrk 5","1","131567","2157","1783275","","28889","","","183924","","2266","","","114378","","2268","2269","368408"
"2267","2266","family","Thermoproteaceae","1","131567","2157","1783275","","28889","","","183924","","2266","","","2267","","","",""
"164450","2267","genus","Vulcanisaeta","1","131567","2157","1783275","","28889","","","183924","","2266","","","2267","","164450","",""
"164451","164450","species","Vulcanisaeta distributa","1","131567","2157","1783275","","28889","","","183924","","2266","","","2267","","164450","164451",""
"572478","164451","species_","Vulcanisaeta distributa DSM 14429","1","131567","2157","1783275","","28889","","","183924","","2266","","","2267","","164450","164451","572478"
"985052","164450","species","Vulcanisaeta moutnovskia","1","131567","2157","1783275","","28889","","","183924","","2266","","","2267","","164450","985052",""
"985053","985052","species_","Vulcanisaeta moutnovskia 768-28","1","131567","2157","1783275","","28889","","","183924","","2266","","","2267","","164450","985052","985053"
"2270","2267","genus","Thermoproteus","1","131567","2157","1783275","","28889","","","183924","","2266","","","2267","","2270","",""
